track_id,dataset,title,artist,album,year,genre,lyrics,artwork
c7052300d0f60af4113b9cc2,vietnam_music_genre,PRESENT,MISSING,MISSING,MISSING,PRESENT,MISSING,MISSING
c099266a47f4b908027c14c4,vietnam_music_genre,PRESENT,PRESENT,MISSING,MISSING,PRESENT,PRESENT,MISSING
